Season;Player;injury_matches_missed;Nation;Pos;Squad;Playing Time_MP;Born;Playing Time_Starts;Playing Time_Min;Playing Time_90s;Performance_Gls;Performance_Ast;Performance_G+A;Performance_G-PK;Performance_PK;Performance_PKatt;Performance_CrdY;Performance_CrdR;Expected_xG;Expected_npxG;Expected_xAG;Expected_npxG+xAG;Progression_PrgC;Progression_PrgP;Progression_PrgR;Per 90 Minutes_Gls;Per 90 Minutes_Ast;Per 90 Minutes_G+A;Per 90 Minutes_G-PK;Per 90 Minutes_G+A-PK;Per 90 Minutes_xG;Per 90 Minutes_xAG;Per 90 Minutes_xG+xAG;Per 90 Minutes_npxG;Per 90 Minutes_npxG+xAG
2024-25;Nikola Moro;;hr CRO;MF;Bologna;7;1998;4;381;4.2;0;0;0;0;0;0;1;0;0.1;0.1;0.7;0.8;0;16;9;0.00;0.00;0.00;0.00;0.00;0.03;0.16;0.19;0.03;0.19
2024-25;Łukasz Skorupski;;pl POL;GK;Bologna;7;1991;7;630;7.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Sam Beukema;;nl NED;DF;Bologna;8;1998;8;646;7.2;0;1;1;0;0;0;3;0;0.3;0.3;0.6;0.9;7;33;0;0.00;0.14;0.14;0.00;0.14;0.04;0.09;0.13;0.04;0.13
2024-25;Thijs Dallinga;;nl NED;FW;Bologna;8;2000;4;412;4.6;1;0;1;1;0;0;0;0;1.7;1.7;0.0;1.7;4;4;16;0.22;0.00;0.22;0.22;0.22;0.37;0.01;0.38;0.37;0.38
2024-25;Samuel Iling-Junior;;eng ENG;FW,MF;Bologna;8;2003;3;349;3.9;1;0;1;1;0;0;1;0;0.4;0.4;0.1;0.6;17;8;31;0.26;0.00;0.26;0.26;0.26;0.11;0.03;0.14;0.11;0.14
2024-25;Dan Ndoye;;ch SUI;FW,MF;Bologna;8;2000;7;616;6.8;0;0;0;0;0;0;0;0;1.3;1.3;0.9;2.2;38;25;39;0.00;0.00;0.00;0.00;0.00;0.19;0.13;0.32;0.19;0.32
2023-24;André Castro;;pt POR;MF;Braga;1;1988;0;5;0.1;1;0;1;1;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;18.00;0.00;18.00;18.00;18.00;0.48;0.00;0.48;0.48;0.48
2023-24;Roger Fernandes;;pt POR;FW;Braga;1;2005;0;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.21;0.00;0.21;0.21;0.21
2023-24;Diogo Fonseca;;pt POR;DF;Braga;1;2002;0;18;0.2;0;0;0;0;0;0;0;0;0.4;0.4;0.0;0.4;1;0;6;0.00;0.00;0.00;0.00;0.00;1.76;0.00;1.76;1.76;1.76
2023-24;Rony Lopes;;pt POR;FW;Braga;1;1995;0;3;0.0;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;1;2;1;0.00;0.00;0.00;0.00;0.00;3.24;0.00;3.24;3.24;3.24
2023-24;Adrián Marín;;es ESP;DF;Braga;2;1997;0;23;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2023-24;Pizzi;;pt POR;MF;Braga;2;1989;1;51;0.6;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;0;6;2;0.00;0.00;0.00;0.00;0.00;0.26;0.14;0.40;0.26;0.40
2023-24;André Horta;;pt POR;MF;Braga;3;1996;0;33;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;1;3;2;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.16;0.00;0.16
2023-24;José Fonte;;pt POR;DF;Braga;4;1983;4;360;4.0;0;0;0;0;0;0;1;0;0.3;0.3;0.0;0.3;0;9;1;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07
2023-24;Victor Gomez;;es ESP;DF;Braga;4;2000;4;312;3.5;0;0;0;0;0;0;1;0;0.0;0.0;0.5;0.5;8;17;33;0.00;0.00;0.00;0.00;0.00;0.00;0.14;0.14;0.00;0.14
2023-24;Serdar Saatçı;;tr TUR;DF;Braga;4;2003;3;325;3.6;0;0;0;0;0;0;0;0;0.3;0.3;0.0;0.3;0;2;0;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.08;0.08;0.08
2023-24;Bruma;;pt POR;FW;Braga;5;1994;4;371;4.1;2;1;3;2;0;0;0;0;0.7;0.7;0.4;1.1;22;26;47;0.49;0.24;0.73;0.49;0.73;0.17;0.09;0.27;0.17;0.27
2023-24;Vitor Carvalho;;br BRA;MF;Braga;5;1997;4;264;2.9;0;0;0;0;0;0;0;0;0.3;0.3;0.1;0.4;2;8;3;0.00;0.00;0.00;0.00;0.00;0.11;0.02;0.13;0.11;0.13
2023-24;Álvaro djaló;;gw GNB;FW;Braga;5;1999;5;405;4.5;2;0;2;2;0;1;1;0;1.8;1.1;0.7;1.7;14;15;36;0.44;0.00;0.44;0.44;0.44;0.41;0.15;0.56;0.23;0.38
2023-24;Joe Mendes;;se SWE;DF;Braga;5;2002;2;205;2.3;0;0;0;0;0;0;1;0;0.0;0.0;0.2;0.2;19;7;12;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.09;0.00;0.09
2023-24;João Moutinho;;pt POR;MF;Braga;5;1986;3;291;3.2;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.4;3;28;2;0.00;0.00;0.00;0.00;0.00;0.03;0.08;0.11;0.03;0.11
2023-24;Almoatasem Al Musrati;;ly LBY;MF;Braga;5;1996;3;309;3.4;0;0;0;0;0;0;0;0;0.3;0.3;0.1;0.4;3;32;3;0.00;0.00;0.00;0.00;0.00;0.09;0.03;0.11;0.09;0.11
2023-24;Sikou Niakaté;;ml MLI;DF;Braga;5;1999;5;390;4.3;1;0;1;1;0;0;0;1;0.9;0.9;0.0;0.9;0;17;0;0.23;0.00;0.23;0.23;0.23;0.20;0.00;0.20;0.20;0.20
2023-24;Simon Banza;;cd COD;FW;Braga;6;1996;4;341;3.8;0;1;1;0;0;0;2;0;1.1;1.1;0.2;1.3;5;10;28;0.00;0.26;0.26;0.00;0.26;0.29;0.05;0.34;0.29;0.34
2023-24;Cristian Borja;;co COL;DF;Braga;6;1993;6;517;5.7;0;0;0;0;0;0;1;0;0.0;0.0;0.6;0.6;18;26;34;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.00;0.10
2023-24;Ricardo Horta;;pt POR;FW,MF;Braga;6;1994;6;500;5.6;0;3;3;0;0;0;1;0;1.2;1.2;1.2;2.4;6;28;33;0.00;0.54;0.54;0.00;0.54;0.21;0.22;0.43;0.21;0.43
2023-24;Matheus;;br BRA;GK;Braga;6;1992;6;540;6.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2023-24;Abel Ruiz;;es ESP;FW,MF;Braga;6;2000;1;213;2.4;0;0;0;0;0;0;0;0;0.9;0.9;0.1;1.0;2;7;22;0.00;0.00;0.00;0.00;0.00;0.40;0.04;0.44;0.40;0.44
2023-24;Rodrigo Zalazar;;uy URU;MF;Braga;6;1999;5;395;4.4;0;1;1;0;0;0;2;0;0.1;0.1;1.2;1.3;7;32;6;0.00;0.23;0.23;0.00;0.23;0.03;0.27;0.30;0.03;0.30
2024-25;Jordan Amavi;;fr FRA;DF;Brest;1;1994;1;83;0.9;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Grégoire Coudert;;fr FRA;GK;Brest;1;1999;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Luck Zogbé;;ci CIV;DF;Brest;1;2005;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.2;0.2;2;2;1;0.00;0.00;0.00;0.00;0.00;0.01;0.15;0.16;0.01;0.16
2024-25;Abdoulaye Niakhate Ndiaye;;sn SEN;DF;Brest;2;2002;2;180;2.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;1;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Julien Le Cardinal;;fr FRA;DF;Brest;4;1997;3;256;2.8;1;0;1;1;0;0;4;0;0.6;0.6;0.0;0.6;0;3;3;0.35;0.00;0.35;0.35;0.35;0.20;0.00;0.20;0.20;0.20
2024-25;Pierre Lees-Melou;;fr FRA;MF;Brest;5;1993;4;373;4.1;1;0;1;1;0;0;1;0;0.5;0.5;0.3;0.8;3;21;4;0.24;0.00;0.24;0.24;0.24;0.12;0.07;0.19;0.12;0.19
2024-25;Jonas Martin;;fr FRA;MF;Brest;5;1990;0;81;0.9;0;0;0;0;0;0;0;0;0.8;0.8;0.0;0.8;1;6;3;0.00;0.00;0.00;0.00;0.00;0.93;0.00;0.93;0.93;0.93
2024-25;Ibrahim Salah;;ma MAR;FW,MF;Brest;6;2001;0;71;0.8;0;0;0;0;0;0;1;0;0.0;0.0;0.2;0.3;2;5;8;0.00;0.00;0.00;0.00;0.00;0.05;0.29;0.34;0.05;0.34
2024-25;Romain Del Castillo;;fr FRA;FW;Brest;7;1996;3;318;3.5;0;0;0;0;0;0;1;0;0.1;0.1;0.9;1.0;15;17;20;0.00;0.00;0.00;0.00;0.00;0.03;0.26;0.29;0.03;0.29
2024-25;Ludovic Ajorque;;fr FRA;FW;Brest;8;1994;8;640;7.1;0;2;2;0;0;0;3;0;0.7;0.7;2.2;2.9;3;10;35;0.00;0.28;0.28;0.00;0.28;0.10;0.30;0.40;0.10;0.40
2024-25;Soumaïla Coulibaly;;fr FRA;DF;Brest;8;2003;7;636;7.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;3;12;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Romain Faivre;;fr FRA;MF,FW;Brest;8;1998;3;308;3.4;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.3;10;10;8;0.00;0.00;0.00;0.00;0.00;0.02;0.07;0.09;0.02;0.09
2024-25;Massadio Haïdara;;ml MLI;DF;Brest;8;1992;7;616;6.8;0;0;0;0;0;0;2;0;0.1;0.1;0.4;0.5;4;23;18;0.00;0.00;0.00;0.00;0.00;0.02;0.05;0.07;0.02;0.07
2024-25;Kenny Lala;;mg MAD;DF;Brest;8;1991;8;720;8.0;0;0;0;0;0;0;1;0;0.2;0.2;1.3;1.5;20;34;28;0.00;0.00;0.00;0.00;0.00;0.02;0.16;0.19;0.02;0.19
2024-25;Marco Bizot;;nl NED;GK;Brest;9;1991;9;810;9.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Brendan Chardonnet;;fr FRA;DF;Brest;9;1994;9;810;9.0;0;0;0;0;0;0;2;0;0.2;0.2;0.0;0.3;0;14;0;0.00;0.00;0.00;0.00;0.00;0.03;0.01;0.03;0.03;0.03
2024-25;Mathias Pereira Lage;;pt POR;DF,MF;Brest;9;1996;3;374;4.2;1;0;1;1;0;0;1;0;1.1;1.1;0.6;1.7;10;12;12;0.24;0.00;0.24;0.24;0.24;0.27;0.15;0.42;0.27;0.42
2024-25;Mama Samba Baldé;;gw GNB;FW,MF;Brest;9;1995;5;451;5.0;0;1;1;0;0;0;0;0;1.3;1.3;0.3;1.6;17;10;29;0.00;0.20;0.20;0.00;0.20;0.25;0.07;0.32;0.25;0.32
2024-25;Abdallah Sima;;sn SEN;FW;Brest;9;2001;6;508;5.6;3;0;3;3;0;0;1;0;2.5;2.5;0.6;3.1;13;5;34;0.53;0.00;0.53;0.53;0.53;0.44;0.11;0.55;0.44;0.55
2024-25;Mahdi Camara;;fr FRA;MF;Brest;10;1998;9;705;7.8;1;0;1;1;0;0;2;0;1.0;1.0;0.3;1.3;10;21;25;0.13;0.00;0.13;0.13;0.13;0.13;0.04;0.17;0.13;0.17
2024-25;Kamory Doumbia;;ml MLI;MF,FW;Brest;10;2003;5;437;4.9;0;0;0;0;0;0;0;0;1.7;1.7;0.5;2.2;11;14;17;0.00;0.00;0.00;0.00;0.00;0.35;0.10;0.44;0.35;0.44
2024-25;Edimilson Fernandes;;ch SUI;MF;Brest;10;1996;8;647;7.2;1;0;1;1;0;0;0;0;0.2;0.2;0.1;0.3;5;21;5;0.14;0.00;0.14;0.14;0.14;0.03;0.01;0.04;0.03;0.04
2024-25;Hugo Magnetti;;fr FRA;MF;Brest;10;1998;8;696;7.7;1;0;1;1;0;0;0;0;0.8;0.8;0.2;1.0;4;22;10;0.13;0.00;0.13;0.13;0.13;0.10;0.03;0.13;0.10;0.13
2022-23;Alexandro Bernabei;;ar ARG;FW;Celtic;1;2000;0;11;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.28;0.28;0.00;0.28
2022-23;James McCarthy;;ie IRL;MF;Celtic;1;1990;0;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2022-23;Carl Starfelt;;se SWE;DF;Celtic;1;1995;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2022-23;Stephen Welsh;;sct SCO;DF;Celtic;1;2000;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2023-24;Mitchel Frame;;sct SCO;FW;Celtic;1;2006;0;16;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2023-24;Stephen Welsh;;sct SCO;DF;Celtic;1;2000;1;74;0.8;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Daniel Cummings;;sct SCO;FW;Celtic;1;2006;0;12;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Dane Murray;;sct SCO;DF;Celtic;1;2003;0;8;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2022-23;Oliver Abildgaard;;dk DEN;MF;Celtic;2;1996;0;63;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2023-24;Michael Johnston;;ie IRL;FW;Celtic;2;1999;1;97;1.1;0;0;0;0;0;0;0;0;0.0;0.0;0.2;0.2;6;3;5;0.00;0.00;0.00;0.00;0.00;0.04;0.16;0.20;0.04;0.20
2023-24;Gustaf Lagerbielke;;se SWE;DF;Celtic;2;2000;1;78;0.9;1;0;1;1;0;0;2;1;0.8;0.8;0.0;0.8;0;1;0;1.15;0.00;1.15;1.15;1.15;0.91;0.00;0.91;0.91;0.91
2023-24;Nathaniel Phillips;;eng ENG;DF;Celtic;2;1997;1;90;1.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;3;9;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2023-24;Odin Thiago Holm;;no NOR;MF;Celtic;2;2003;0;55;0.6;0;0;0;0;0;0;0;1;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2023-24;David Turnbull;;sct SCO;MF,FW;Celtic;2;1999;0;35;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Luis Enrique Palma;;hn HON;FW;Celtic;2;2000;0;35;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Jota;;pt POR;FW;Celtic;2;1999;1;85;0.9;0;0;0;0;0;0;0;0;0.1;0.1;0.3;0.3;4;3;6;0.00;0.00;0.00;0.00;0.00;0.05;0.28;0.33;0.05;0.33
2024-25;Jeffrey Schlupp;;gh GHA;DF;Celtic;2;1992;1;116;1.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;1;2;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03
2022-23;James Forrest;;sct SCO;FW;Celtic;3;1991;0;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.5;0.5;3;2;22;0.00;0.00;0.00;0.00;0.00;0.00;0.48;0.48;0.00;0.48
2022-23;Callum McGregor;;sct SCO;MF;Celtic;3;1993;3;216;2.4;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.3;2;23;7;0.00;0.00;0.00;0.00;0.00;0.03;0.10;0.12;0.03;0.12
2023-24;James Forrest;;sct SCO;FW;Celtic;3;1991;1;94;1.0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;4;5;12;0.00;0.00;0.00;0.00;0.00;0.13;0.09;0.22;0.13;0.22
2023-24;Reo Hatate;;jp JPN;MF;Celtic;3;1997;3;134;1.5;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.3;3;8;6;0.00;0.00;0.00;0.00;0.00;0.08;0.09;0.17;0.08;0.17
2023-24;Tomoki Iwata;;jp JPN;MF,FW;Celtic;3;1997;1;62;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2024-25;Luke McCowan;;sct SCO;MF;Celtic;3;1997;0;51;0.6;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;3;2;6;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.05;0.05;0.05
2024-25;Anthony Ralston;;sct SCO;DF;Celtic;3;1998;0;64;0.7;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.1;1;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.13;0.00;0.13
2022-23;Cameron Carter-Vickers;;us USA;DF;Celtic;4;1997;4;360;4.0;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;6;28;0;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03
2022-23;Jota;;pt POR;FW;Celtic;4;1999;3;285;3.2;2;0;2;2;0;0;0;0;0.9;0.9;0.5;1.4;16;11;45;0.63;0.00;0.63;0.63;0.63;0.29;0.17;0.45;0.29;0.45
2023-24;Cameron Carter-Vickers;;us USA;DF;Celtic;4;1997;3;299;3.3;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;1;8;0;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04
2023-24;Yang Hyunjun;;kr KOR;FW;Celtic;4;2002;2;209;2.3;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;5;3;15;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02
2023-24;Daizen Maeda;;jp JPN;FW;Celtic;4;1997;4;283;3.1;0;1;1;0;0;0;1;1;0.4;0.4;0.1;0.5;5;6;32;0.00;0.32;0.32;0.00;0.32;0.13;0.04;0.17;0.13;0.17
2024-25;James Forrest;;sct SCO;FW;Celtic;4;1991;0;63;0.7;0;1;1;0;0;0;0;0;0.1;0.1;0.3;0.4;4;5;13;0.00;1.43;1.43;0.00;1.43;0.12;0.47;0.59;0.12;0.59
2022-23;Liel Abada;;il ISR;FW,MF;Celtic;5;2001;4;217;2.4;0;0;0;0;0;0;0;0;0.3;0.3;0.5;0.8;6;4;23;0.00;0.00;0.00;0.00;0.00;0.14;0.20;0.34;0.14;0.34
2022-23;Aaron Mooy;;au AUS;MF;Celtic;5;1990;1;153;1.7;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;1;12;15;0.00;0.00;0.00;0.00;0.00;0.05;0.07;0.12;0.05;0.12
2022-23;David Turnbull;;sct SCO;MF;Celtic;5;1999;0;103;1.1;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;2;10;6;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.11;0.11;0.11
2023-24;Luis Enrique Palma;;hn HON;FW;Celtic;5;2000;4;266;3.0;2;0;2;1;1;1;3;0;1.1;0.3;0.0;0.3;8;14;38;0.68;0.00;0.68;0.34;0.34;0.36;0.00;0.36;0.09;0.10
2023-24;Oh Hyeon-gyu;;kr KOR;FW,MF;Celtic;5;2001;0;104;1.2;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;1;1;3;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.13;0.13;0.13
2024-25;Álex Valle;;es ESP;DF;Celtic;5;2004;1;212;2.4;0;1;1;0;0;0;0;0;0.0;0.0;0.3;0.3;7;14;8;0.00;0.42;0.42;0.00;0.42;0.01;0.12;0.13;0.01;0.13
2022-23;Kyogo Furuhashi;;jp JPN;FW;Celtic;6;1995;5;359;4.0;0;1;1;0;0;0;1;0;1.7;1.7;0.4;2.1;5;4;20;0.00;0.25;0.25;0.00;0.25;0.43;0.10;0.53;0.43;0.53
2022-23;Giorgos Giakoumakis;;gr GRE;FW;Celtic;6;1994;2;246;2.7;1;0;1;1;0;0;0;0;1.7;1.7;0.4;2.2;0;2;13;0.37;0.00;0.37;0.37;0.37;0.63;0.16;0.80;0.63;0.80
2022-23;Sead Haksabanović;;me MNE;MF,FW;Celtic;6;1999;3;229;2.5;0;0;0;0;0;0;0;0;0.1;0.1;0.6;0.8;9;12;28;0.00;0.00;0.00;0.00;0.00;0.06;0.26;0.31;0.06;0.31
2022-23;Joe Hart;;eng ENG;GK;Celtic;6;1987;6;540;6.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2022-23;Reo Hatate;;jp JPN;MF;Celtic;6;1997;6;448;5.0;0;0;0;0;0;0;1;0;0.3;0.3;0.4;0.7;2;31;19;0.00;0.00;0.00;0.00;0.00;0.06;0.09;0.15;0.06;0.15
2022-23;Moritz Jenz;;de GER;DF;Celtic;6;1999;6;540;6.0;0;0;0;0;0;0;1;0;0.3;0.3;0.0;0.3;7;29;0;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04
2022-23;Josip Juranović;;hr CRO;DF;Celtic;6;1995;6;540;6.0;0;0;0;0;0;1;1;0;0.8;0.0;0.9;0.9;23;45;25;0.00;0.00;0.00;0.00;0.00;0.14;0.15;0.29;0.01;0.15
2022-23;Daizen Maeda;;jp JPN;FW;Celtic;6;1997;3;330;3.7;0;0;0;0;0;0;1;0;1.4;1.4;0.7;2.2;3;4;25;0.00;0.00;0.00;0.00;0.00;0.39;0.20;0.60;0.39;0.60
2022-23;Matt O'Riley;;dk DEN;MF;Celtic;6;2000;6;481;5.3;0;0;0;0;0;0;2;0;0.9;0.9;0.5;1.4;7;30;27;0.00;0.00;0.00;0.00;0.00;0.18;0.08;0.26;0.18;0.26
2022-23;Greg Taylor;;sct SCO;DF;Celtic;6;1997;6;540;6.0;0;0;0;0;0;0;0;0;0.2;0.2;0.7;0.9;6;42;24;0.00;0.00;0.00;0.00;0.00;0.04;0.12;0.16;0.04;0.16
2023-24;Paulo Bernardo;;pt POR;MF;Celtic;6;2002;2;312;3.5;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;5;9;12;0.00;0.00;0.00;0.00;0.00;0.01;0.03;0.03;0.01;0.03
2023-24;Kyogo Furuhashi;;jp JPN;FW;Celtic;6;1995;6;447;5.0;2;0;2;2;0;0;0;0;1.5;1.5;0.1;1.6;5;6;17;0.40;0.00;0.40;0.40;0.40;0.30;0.02;0.32;0.30;0.32
2023-24;Joe Hart;;eng ENG;GK;Celtic;6;1987;6;540;6.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2023-24;Alistair Johnston;;ca CAN;DF;Celtic;6;1998;6;540;6.0;0;0;0;0;0;0;2;0;0.1;0.1;0.1;0.1;5;38;25;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.01;0.02
2023-24;Callum McGregor;;sct SCO;MF;Celtic;6;1993;6;520;5.8;0;0;0;0;0;0;1;0;0.2;0.2;0.2;0.5;3;17;3;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.08;0.04;0.08
2023-24;Matt O'Riley;;dk DEN;MF;Celtic;6;2000;6;486;5.4;0;3;3;0;0;0;1;0;0.1;0.1;2.3;2.4;8;26;29;0.00;0.56;0.56;0.00;0.56;0.03;0.42;0.45;0.03;0.45
2023-24;Liam Scales;;ie IRL;DF;Celtic;6;1998;6;540;6.0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.3;1;18;0;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.04;0.02;0.04
2023-24;Greg Taylor;;sct SCO;DF;Celtic;6;1997;6;540;6.0;0;0;0;0;0;0;3;0;0.0;0.0;0.2;0.3;7;50;17;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.00;0.04
2024-25;Yang Hyunjun;;kr KOR;FW;Celtic;6;2002;1;157;1.7;0;1;1;0;0;0;0;0;0.3;0.3;0.9;1.2;1;4;9;0.00;0.57;0.57;0.00;0.57;0.19;0.53;0.71;0.19;0.71
2024-25;Liam Scales;;ie IRL;DF;Celtic;6;1998;4;371;4.1;1;0;1;1;0;0;0;0;0.2;0.2;0.0;0.2;2;15;0;0.24;0.00;0.24;0.24;0.24;0.04;0.00;0.04;0.04;0.04
2024-25;Cameron Carter-Vickers;;us USA;DF;Celtic;7;1997;7;606;6.7;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;9;32;0;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01
2024-25;Kyogo Furuhashi;;jp JPN;FW;Celtic;7;1995;6;462;5.1;1;0;1;1;0;0;0;0;2.5;2.5;0.0;2.5;2;1;14;0.19;0.00;0.19;0.19;0.19;0.48;0.00;0.48;0.48;0.48
2024-25;Paulo Bernardo;;pt POR;MF;Celtic;8;2002;2;241;2.7;0;0;0;0;0;0;1;0;0.2;0.2;0.1;0.3;3;15;9;0.00;0.00;0.00;0.00;0.00;0.08;0.03;0.11;0.08;0.11
2024-25;Greg Taylor;;sct SCO;DF;Celtic;8;1997;8;572;6.4;0;1;1;0;0;0;1;0;0.0;0.0;0.4;0.5;8;25;26;0.00;0.16;0.16;0.00;0.16;0.01;0.07;0.08;0.01;0.08
2024-25;Daizen Maeda;;jp JPN;FW;Celtic;9;1997;9;758;8.4;4;0;4;4;0;0;1;1;3.0;3.0;0.7;3.7;14;9;60;0.47;0.00;0.47;0.47;0.47;0.35;0.08;0.44;0.35;0.44
2024-25;Arne Engels;;be BEL;MF;Celtic;10;2003;9;724;8.0;1;3;4;0;1;2;0;0;2.2;0.7;2.0;2.7;10;28;28;0.12;0.37;0.50;0.00;0.37;0.28;0.25;0.53;0.08;0.34
